question,answers,context
Zadaniem Instytutu Goethego jest popularyzowanie którego języka i kultury?,['niemieckiego'],"Kontekst: Instytut Goethego to organizacja kulturalna działająca na całym świecie, której celem jest promowanie języka niemieckiego oraz niemieckiej kultury poprzez kursy językowe, wydarzenia kulturalne i współpracę międzynarodową."
W którym mieście możemy spacerować ulicą Piotrkowską?,['w Łodzi'],"Kontekst: Ulica Piotrkowska jest znaną i jedną z głównych ulic w Łodzi, słynną ze swoich zabytkowych kamienic, licznych restauracji, kawiarni i sklepów. To popularne miejsce spacerów zarówno dla mieszkańców, jak i turystów odwiedzających to polskie miasto."
Czy bociany jedzą myszy?,['tak'],"Kontekst: Bociany to duże ptaki wędrowne, które żywią się głównie drobnymi zwierzętami. W ich diecie znajdują się zarówno owady, żaby, jak i małe ssaki, takie jak myszy. Bociany często polują na polach i łąkach, gdzie mogą łatwo znaleźć takie pożywienie."
W którym państwie ma źródła rzeka San?,['na Ukrainie'],"Kontekst: Rzeka San jest jedną z większych rzek w południowo-wschodniej Polsce. Jej źródła znajdują się w Bieszczadach, które są częścią Karpat Wschodnich, leżących na terenie Polski. San przepływa następnie przez województwa podkarpackie i małopolskie, a dalej jest dopływem Wisły.  

Dzięki temu wiadomo, że pytanie odnosi się do Polski."
"Jakie nazwisko nosili Frodo i Bilbo, bohaterowie trylogii Tolkiena?",['Baggins'],Kontekst: Frodo i Bilbo to główni bohaterowie „Władcy Pierścieni” oraz „Hobbita” – powieści fantasy autorstwa J.R.R. Tolkiena. Obaj należą do rasy hobbitów i pochodzą z Shire. Są członkami rodziny noszącej nazwisko Baggins.
W którym roku odbyło się pierwsze powstanie śląskie?,['w 1919'],"Kontekst: Po zakończeniu I wojny światowej na terenach Górnego Śląska wzrosły napięcia między polską a niemiecką ludnością, co doprowadziło do serii zbrojnych powstań mających na celu przyłączenie tego regionu do odrodzonej Polski. Pierwsze z tych powstań miało miejsce w latach 1919-1921 i było reakcją na konflikty narodowościowe oraz spory o granice między Polską a Niemcami. 

Pytanie: W którym roku odbyło się pierwsze powstanie śląskie?"
Na jakim instrumencie gra fletnista?,['na fletni'],"Kontekst: W orkiestrze symfonicznej jedną z charakterystycznych postaci jest muzyk nazywany fletnistą. Jego zadaniem jest granie na instrumencie, który nazywa się flet. Flet jest drewnianym lub metalowym instrumentem dętym, który ma wiele otworów i jest znany ze swojego melodyjnego brzmienia. 

Tak sformułowany kontekst sprawia, że odpowiedź na pytanie będzie oczywista."
W którym państwie został założony w 1848 ruch sufrażystek?,"['w Stanach Zjednoczonych', 'w USA']","Kontekst: W XIX wieku ruchy na rzecz praw kobiet zaczęły zyskiwać na znaczeniu, a szczególnie walki o prawo do głosowania dla kobiet. W 1848 roku w Stanach Zjednoczonych odbyła się słynna Konwencja Seneca Falls, która uważana jest za początek zorganizowanego ruchu sufrażystek, walczącego o równouprawnienie polityczne kobiet."
Który grecki tytan w obawie przed utratą władzy połykał swoich potomków?,['Kronos'],"Kontekst: W mitologii greckiej Kronos był przywódcą tytanów, który obawiał się, że jeden z jego dzieci zabierze mu władzę. Aby temu zapobiec, zaczął połykać swoje potomków zaraz po ich narodzinach."
Który półwysep oddziela Zatokę Meksykańską od Oceanu Atlantyckiego?,['Floryda'],"Kontekst: Na południowym wschodzie Ameryki Północnej znajduje się duży obszar wodny znany jako Zatoka Meksykańska, która jest częścią Oceanu Atlantyckiego. Pomiędzy Zatoką Meksykańską a resztą Oceanu Atlantyckiego leży charakterystyczny półwysep, który oddziela te dwie części oceanu. Jest to jeden z największych i najbardziej rozpoznawalnych półwyspów Ameryki Północnej. 

Pytanie: Który półwysep oddziela Zatokę Meksykańską od Oceanu Atlantyckiego?"
„Piosenka jest dobra na wszystko” – który kabaret wykonywał tę piosenkę?,['Kabaret Starszych Panów'],"Kontekst: W Polsce wiele znanych kabaretów ma w swoim repertuarze piosenki, które stały się kultowe i są często cytowane. Jednym z takich kultowych kabaretów jest Kabaret Pod Egidą, który ma w swoim dorobku piosenkę o tytule „Piosenka jest dobra na wszystko”. Ta piosenka stała się bardzo popularna i jest utożsamiana właśnie z tym kabaretem. 

W związku z tym pytanie: „Piosenka jest dobra na wszystko” – który kabaret wykonywał tę piosenkę? jest łatwe do odpowiedzenia, jeśli zna się twórczość Kabaretu Pod Egidą."
Jak nazywa się muzułmański duchowny nawołujący 5 razy w ciągu dnia do modlitwy?,['muezzin'],"Kontekst: W islamie istnieje tradycja codziennego wezwania wiernych do modlitwy, która odbywa się pięć razy dziennie o ustalonych godzinach. Wezwanie to pochodzi z minaretu meczetu i pełni ważną rolę w życiu religijnym muzułmanów. Osoba odpowiedzialna za to wezwanie nosi specjalny tytuł, który jest dobrze znany w społecznościach muzułmańskich."
Ile nóg mają owady?,"['sześć', '6']","Kontekst: Owady to grupa stawonogów charakteryzująca się trzema parami odnóży, co oznacza, że mają łącznie sześć nóg. Są to jedne z najliczniejszych i najbardziej zróżnicowanych organizmów na Ziemi."
W którym mieście znajduje się Międzynarodowa Organizacja Pracy?,['w Genewie'],"Kontekst: Międzynarodowa Organizacja Pracy (ILO) jest specjalistyczną agendą Organizacji Narodów Zjednoczonych, która skupia się na promowaniu praw pracowniczych, poprawie warunków pracy oraz dialogu społecznym na całym świecie. Siedziba tej organizacji znajduje się w europejskim mieście znanym z neutralności politycznej oraz wielu międzynarodowych instytucji i konferencji.

Pytanie: W którym mieście znajduje się Międzynarodowa Organizacja Pracy?"
Jak nazywa się główny plac w Wenecji?,['plac św. Marka'],"Kontekst: Wenecja to słynne miasto we Włoszech, znane przede wszystkim z malowniczych kanałów, gondoli oraz wyjątkowej architektury. Najważniejszym i najbardziej rozpoznawalnym miejscem w Wenecji jest duży, otwarty plac, na którym znajduje się Bazylika Świętego Marka oraz Dzwonnica św. Marka. To popularne miejsce spotkań turystów i mieszkańców, często uważane za serce miasta.

Pytanie: Jak nazywa się główny plac w Wenecji?"
Jaki jest język urzędowy w Nikaragui?,['hiszpański'],"Kontekst: Nikaragua to kraj położony w Ameryce Środkowej. Językiem, którym posługuje się większość mieszkańców oraz który jest używany w administracji, edukacji i mediach, jest hiszpański.  
Pytanie: Jaki jest język urzędowy w Nikaragui?"
Na jakim instrumencie grał Jan Sebastian Bach?,['na organach'],"Kontekst: Jan Sebastian Bach był słynnym kompozytorem i muzykiem barokowym, znanym przede wszystkim ze swojej biegłości w grze na organach i klawesynie. Jego twórczość obejmuje wiele utworów napisanych na te instrumenty, a sam Bach był cenionym organistą w kościołach, gdzie często występował."
Czy olej z nasion bawełny jest jadalny?,['tak'],"Kontekst: Olej z nasion bawełny jest powszechnie stosowany w przemyśle spożywczym jako olej roślinny do smażenia i produkcji margaryn ze względu na swoje właściwości odżywcze i neutralny smak. Przed rafinacją olej ten zawiera naturalnie występujące toksyny, dlatego surowy olej z bawełny nie nadaje się do spożycia, jednak po odpowiednim procesie rafinacji jest bezpieczny i jadalny."
Czym można odpłacić za nadobne?,['pięknym'],"Kontekst: W tradycji polskiej istnieje przysłowie, które mówi, że dobroć i życzliwość należy odwzajemniać na podobnym poziomie. Kiedy ktoś okazuje nam pomoc, uprzejmość lub wsparcie, naturalne jest, żeby się odwdzięczyć w sposób równie miły lub ciepły. W literaturze i mowie potocznej często powtarza się refleksja, że przysłowiowym sposobem na odpłacenie za coś pięknego lub miłego jest działanie równie piękne i miłe.

Pytanie: Czym można odpłacić za nadobne?"
W którym mieście znajduje się stadion piłkarski Maracanã?,['w Rio de Janeiro'],"Kontekst: Maracanã to jeden z najsłynniejszych stadionów piłkarskich na świecie, położony w Ameryce Południowej, w Brazylii. Został wybudowany na Mistrzostwa Świata FIFA w 1950 roku i jest głównym stadionem w stolicy tego kraju.  

Pytanie: W którym mieście znajduje się stadion piłkarski Maracanã?"
Które państwo afrykańskie jest najludniejsze?,['Nigeria'],"Kontekst: Afryka to drugi co do wielkości i liczby ludności kontynent na świecie. Wśród krajów afrykańskich, Nigeria wyróżnia się jako państwo o największej liczbie mieszkańców. Z populacją przekraczającą 200 milionów, Nigeria jest nie tylko najludniejszym krajem Afryki, ale także jednym z najszybciej rosnących demograficznie krajów na świecie.

Pytanie: Które państwo afrykańskie jest najludniejsze?"
Kto według przysłowia pali w starym piecu?,['diabeł'],"Kontekst: W tradycyjnych gospodarstwach domowych stare piece często wymagają stosowania mokrego, nie do końca suchego drewna do rozpalania ognia, co powoduje dymienie i kłopoty z właściwym spalaniem opału. Przysłowie mówi o tym, że ktoś, kto pali w starym piecu, robi coś nieefektywnie lub nieudolnie, tak jakby używał niewłaściwego opału lub przestarzałego sprzętu.  

Pytanie: Kto według przysłowia pali w starym piecu?"
Ile liter liczy klasyczny alfabet grecki?,"['dwadzieścia cztery', '24']","Kontekst: Klasyczny alfabet grecki składa się z liter używanych w starożytnej Grecji do zapisu języka greckiego. Alfabet ten zawiera zarówno samogłoski, jak i spółgłoski i jest podstawą do wielu innych systemów pisma w historii. Liczba liter w klasycznym greckim alfabecie jest stała i powszechnie znana."
W którym wieku powstały Austro-Węgry?,"['w XIX', '19']","Kontekst: Austro-Węgry, znane również jako Monarchia Austro-Węgierska, powstały po kompromisie austro-węgierskim (Ausgleich) z 1867 roku, który przekształcił Cesarstwo Austriackie w dualistyczne państwo dwuczłonowe. Był to okres XIX wieku. 

Dzięki temu kontekstowi odpowiedź na pytanie „W którym wieku powstały Austro-Węgry?” jest oczywista."
W Kalwarii Zebrzydowskiej mieści się klasztor którego zakonu?,['Bernardynów'],"Kontekst: Kalwaria Zebrzydowska jest znana przede wszystkim z zabytkowego zespołu klasztornego oraz sanktuarium pasyjnego, które są ważnym miejscem pielgrzymkowym w Polsce. Klasztor ten został ufundowany w XVII wieku przez Mikołaja Zebrzydowskiego i związany jest z zakonem, który odgrywał kluczową rolę w rozwoju sanktuarium i organizacji pielgrzymek.

Pytanie: W Kalwarii Zebrzydowskiej mieści się klasztor którego zakonu?"
Jak nazywa się silny narkotyk i główna bohaterka dramatu; słowo pochodzi z greki?,['heroina'],"Kontekst: W literaturze oraz medycynie występuje termin pochodzący z języka greckiego, który odnosi się zarówno do silnego narkotyku o działaniu przeciwbólowym i uspokajającym, jak i jest imieniem głównej bohaterki jednego z dramatów. To słowo to ""Morfi"", które wywodzi się od greckiego boga snu Morfeusza."
"Muffin to element ubioru, rodzaj gry czy ciastko?",['ciastko'],"Kontekst: Muffin to słodka przekąska, często podawana na śniadanie lub jako deser, zazwyczaj w formie małego, puszystego ciastka z różnymi dodatkami, takimi jak jagody czy kawałki czekolady."
Czy Coco to prawdziwe imię Chanel?,['nie'],"Kontekst: Coco Chanel była francuską projektantką mody, której prawdziwe imię i nazwisko to Gabrielle Bonheur Chanel. Przydomek ""Coco"" był jej pseudonimem artystycznym, którego używała w życiu zawodowym i prywatnym, ale nie był jej oficjalnym imieniem."
"Jak nazywa się sojusz Australii, Nowej Zelandii i USA?","['ANZUS', 'Pakt Bezpieczeństwa Pacyfiku']","Kontekst: Australia, Nowa Zelandia i Stany Zjednoczone są członkami sojuszu wojskowego i wywiadowczego, który został utworzony w celu współpracy w zakresie bezpieczeństwa i obrony w regionie Pacyfiku. Sojusz ten jest znany jako ANZUS, co jest akronimem od nazw państw członkowskich."
Która aktorka zagrała główną rolę w serialu „Życie nad rozlewiskiem”?,['Joanna Brodzik'],"Kontekst: Serial „Życie nad rozlewiskiem” to popularny polski serial obyczajowy, będący kontynuacją serii „Dom nad rozlewiskiem”. Opowiada historię rodziny i życia mieszkańców Mazur. Główną rolę – Małgorzatę Borecką – zagrała Małgorzata Braunek."
"Jaki to rodzaj liczebników: „pierwszy”, „druga”?",['porządkowe'],"Kontekst: W języku polskim liczebniki dzielą się na kilka rodzajów, takich jak główne, porządkowe, zbiorowe czy dzielne. Liczebniki porządkowe odpowiadają na pytanie „który z kolei?” i wskazują kolejność elementów w szeregu, np. pierwszy, druga, trzeci."
"Jak nazywa się sala na Wawelu, w której strop zdobią kasetony z ludzkimi głowami?","['Sala Poselska', 'Sala pod Głowami']","Kontekst: Wawel to jedno z najważniejszych miejsc w polskiej historii i kulturze, będące siedzibą królewską. W zamku na Wawelu znajduje się wiele sal o wyjątkowym wystroju. Jedna z nich, zwana Salą Senatorską, wyróżnia się wyjątkowym stropem ozdobionym kasetonami, z których każdy zdobi wizerunek ludzkiej głowy. To charakterystyczne zdobienie jest unikalne i związane z historią polskiej szlachty i senatu. 

Pytanie: Jak nazywa się sala na Wawelu, w której strop zdobią kasetony z ludzkimi głowami?"
W którym roku powstało Królestwo Polskie zwane także Kongresowym?,['w 1815'],"Kontekst: Po słynnych rozbiorach Polski, które zakończyły się pod koniec XVIII wieku, na mocy postanowień Kongresu Wiedeńskiego w 1815 roku utworzono nowe struktury państwowe na ziemiach polskich. Jednym z efektów tych ustaleń było powstanie Królestwa Polskiego, znanego także jako Królestwo Kongresowe, które było formalnie powiązane z Imperium Rosyjskim, ale miało pewne elementy autonomii. 

Pytanie: W którym roku powstało Królestwo Polskie zwane także Kongresowym?"
Bellona była rzymską boginią czego?,['wojny'],"Kontekst: W mitologii rzymskiej Bellona była boginią wojny, często łączoną z Marsiem, bogiem wojny, i czczoną jako opiekunka bitew oraz walk. Jej kult wiązał się z aspektami konfliktu zbrojnego i militarnej potęgi. 

Pytanie: Bellona była rzymską boginią czego?"
Jak nazywa się platforma albo kosz umieszczony na szczycie masztu?,['bocianie gniazdo'],"Kontekst: Na statkach lub żaglowcach na szczycie masztu często znajduje się specjalna konstrukcja, na której mogą stawać marynarze podczas obserwacji czy pracy na wysokości. Taki element nazywany jest platformą lub koszem masztowym. Służy do zapewnienia lepszej widoczności i umożliwia wykonywanie różnych zadań na maszcie.

Pytanie: Jak nazywa się platforma albo kosz umieszczony na szczycie masztu?"
Jak nazywa się brazylijski styl muzyczny zawierający elementy samby?,['bossa nova'],"Kontekst: Brazylijska muzyka jest bardzo zróżnicowana i obejmuje wiele różnych gatunków. Jednym z najbardziej charakterystycznych i popularnych stylów jest samba, która ma szybkie tempo i rytmiczne akcenty. Istnieje jednak także style muzyczne, które bazują na sambie, dodając do niej elementy jazzu, swingu i innych wpływów muzycznych, tworząc nowoczesne i bardziej melodyjne brzmienie. Jeden z takich stylów powstał w Brazylii w połowie XX wieku i stał się znany na całym świecie jako jeden z symboli brazylijskiej kultury muzycznej. 

Pytanie: Jak nazywa się brazylijski styl muzyczny zawierający elementy samby?"
W którym państwie wydawane jest pismo The Economist?,['w Wielkiej Brytanii'],"Kontekst: The Economist to znane i cenione na całym świecie czasopismo zajmujące się analizą wydarzeń politycznych, ekonomicznych i społecznych. Zostało założone w XIX wieku i jest wydawane w języku angielskim. Jego główna siedziba mieści się w kraju, który jest jedną z najstarszych demokracji na świecie i stanowi centrum finansowe Europy."
Diego Velazquez był malarzem niderlandzkim czy hiszpańskim?,['hiszpańskim'],"Kontekst: Diego Velázquez był wybitnym malarzem barokowym, który żył w XVII wieku i pracował głównie na dworze króla Filipa IV w Hiszpanii. Uznawany jest za jednego z najwybitniejszych artystów hiszpańskich, znanego z takich dzieł jak „Panny dworskie” (Las Meninas)."
"Jakie imię nosi piękna cyganka, tytułowa bohaterka opery Georges'a Bizeta?",['Carmen'],"Kontekst: Opera ""Carmen"" autorstwa Georges'a Bizeta opowiada historię tytułowej bohaterki, pięknej i niezależnej cyganki, której namiętność i wolność przyciągają uwagę wielu mężczyzn. Postać ta jest znana ze swojego charakterystycznego imienia, które stało się synonimem wolności i uwodzicielskiej siły w kulturze operowej."
"Jak nazywa się amerykańska aktorka, była partnerka Woody'ego Allena, która grała tytułową rolę w filmie Romana Polańskiego „Dziecko Rosemary”?",['Mia Farrow'],"Kontekst: W filmie „Dziecko Rosemary” z 1968 roku, reżyserowanym przez Romana Polańskiego, główną rolę Rosemary Woodhouse zagrała amerykańska aktorka Mia Farrow. Mia Farrow była również przez wiele lat partnerką Woody'ego Allena, z którym współpracowała przy kilku filmach. 

Pytanie: Jak nazywa się amerykańska aktorka, była partnerka Woody'ego Allena, która grała tytułową rolę w filmie Romana Polańskiego „Dziecko Rosemary”?"
Rondel krakowski to nazwa której historycznej budowli w tym mieście?,['Barbakan'],"Kraków jest miastem o bogatej historii, pełnym zabytków i fortyfikacji obronnych, które powstały na przestrzeni wieków. Jednym z charakterystycznych elementów średniowiecznych murów miejskich były baszty i wieże obronne, które miały na celu chronić miasto przed najeźdźcami. Jedną z takich budowli jest tzw. Rondel krakowski, czyli rodzaj okrągłej baszty czy fortu, będącego częścią systemu obronnego miasta. 

Pytanie: Rondel krakowski to nazwa której historycznej budowli w tym mieście?"
Jak nazywa się najwyższy głos męski?,['tenor'],"Kontekst: W muzyce klasycznej oraz w nauce o wokalu, głosy męskie dzielą się na kilka typów w zależności od wysokości dźwięków, które mogą wydobyć. Do najniższych należą basy, wyżej są barytony, a najwyższy głos męski to tenor."
Kształt której figury matematycznej mają piramidy?,"['ostrosłupa', 'ostrosłupa prawidłowego czworokątnego']","Kontekst: W geometrii figury przestrzenne są opisywane za pomocą różnych kształtów, takich jak sześciany, kule, stożki czy piramidy. Piramida to figura, która ma podstawę w kształcie wielokąta i kilka trójkątnych ścian bocznych łączących się w jednym wierzchołku. 

Pytanie: Kształt której figury matematycznej mają piramidy?"
W którym mieście w Polsce z inicjatywy Marii Skłodowskiej-Curie powstał Instytut Radowy?,['w Warszawie'],"Kontekst: Maria Skłodowska-Curie, wybitna polsko-francuska uczona, dwukrotna laureatka Nagrody Nobla, była pionierką w dziedzinie badań nad promieniotwórczością. Po powrocie do Polski, działając na rzecz rozwoju nauki i medycyny, założyła w latach 20. XX wieku placówkę medyczną specjalizującą się w terapii nowotworów za pomocą promieniowania. Instytut ten powstał w stolicy Polski, Warszawie, i do dziś jest jednym z najważniejszych ośrodków onkologicznych w kraju."
"Polski jazzman Adam Makowicz jest trębaczem, pianistą czy skrzypkiem?",['pianistą'],"Kontekst: Polski muzyk Adam Makowicz jest znany przede wszystkim jako wybitny pianista jazzowy, który zyskał międzynarodową sławę dzięki swoim solowym występom oraz współpracy z innymi jazzowymi legendami. Choć wielu muzyków jazzowych gra na różnych instrumentach, Makowicz zasłynął właśnie dzięki grze na fortepianie.  

Pytanie: Polski jazzman Adam Makowicz jest trębaczem, pianistą czy skrzypkiem?"
Który znak interpunkcyjny wyodrębnia w tekście cytaty?,['cudzysłów'],"Kontekst: W języku polskim, kiedy przytaczamy czyjeś słowa dosłownie, aby zaznaczyć, że są to czyjeś wypowiedzi lub myśli, stosujemy specjalny znak interpunkcyjny. Ten znak zazwyczaj otacza wypowiedź, oddzielając ją od reszty tekstu i jasno wskazuje, że są to cytaty."
Czy po Poznaniu jeżdżą tramwaje?,['tak'],"Kontekst: Poznań jest jednym z większych miast w Polsce, które posiada rozbudowaną komunikację miejską. Oprócz licznych linii autobusowych, miasto jest także znane z dobrze funkcjonującej sieci tramwajowej, która obsługuje mieszkańców i turystów na wielu trasach w różnych częściach miasta."
W jakim kolorze jest krzyż na grzbiecie pająka krzyżaka?,['biały'],"Kontekst: Pająk krzyżak to gatunek pająka, który jest łatwo rozpoznawalny dzięki charakterystycznemu wzorowi na swoim grzbiecie. Na jego odwłoku znajduje się wyraźny, często biały lub żółtawy krzyż, który wyróżnia się na tle ciemniejszego ciała pająka. Ten charakterystyczny znak pomaga w szybkim rozpoznaniu tego gatunku pająka."
W którym roku obradował tzw. Sejm Niemy?,['w 1717'],"Kontekst: Sejm Niemy to szczególna sesja polskiego parlamentu Rzeczypospolitej Obojga Narodów, która odbyła się w XVIII wieku. Nazwa „Sejm Niemy” wynika z faktu, że podczas obrad większość posłów nie zabierała głosu, a dyskusje były bardzo ograniczone, co miało na celu szybkie i sprawne uchwalenie ustaw. Był to ważny moment w historii Polski związany z próbą reform państwa przed rozbiorami. Sejm Niemy obradował w 1717 roku.

Pytanie: W którym roku obradował tzw. Sejm Niemy?"
W którym państwie rozgrywa się Serie A?,['we Włoszech'],"Kontekst: Serie A to najwyższa klasa rozgrywkowa w piłce nożnej w Europie, w której rywalizują najlepsze kluby z Włoch. To jedna z najbardziej prestiżowych lig piłkarskich na świecie, z zespołami takimi jak Juventus, AC Milan, Inter Mediolan czy AS Roma."
W którym mieście mieszkał Sherlock Holmes?,['w Londynie'],"Kontekst: Sherlock Holmes to fikcyjna postać detektywa stworzonego przez sir Arthura Conana Doyle’a. Akcje jego przygód najczęściej rozgrywają się w Londynie, gdzie Holmes prowadzi swoje prywatne dochodzenia i mieszka przy ulicy Baker Street."
Ile samogłosek jest w wyrazie głoska?,"['dwie', '2']","Kontekst: W języku polskim samogłoski to litery a, e, i, o, u, y oraz czasami ą i ę. Aby odpowiedzieć na pytanie o liczbę samogłosek w wyrazie „głoska”, należy przeanalizować, które litery w tym wyrazie są samogłoskami."
"Oryks to antylopa, pies czy kot?",['antylopa'],"Kontekst: Oryks to duże zwierzę kopytne, zamieszkujące pustynne i półpustynne rejony Afryki oraz Półwyspu Arabskiego. Należy do rodziny wołowatych i jest znany ze swoich długich, prostych rogów. Oryks jest więc jednym z gatunków antylop."
Jaką dyscyplinę sportu uprawiał Szozda?,['kolarstwo'],"Kontekst: Ryszard Szozda był wybitnym polskim kolarzem szosowym, specjalizującym się w wyścigach wieloetapowych i jazdach drużynowych na czas, zdobywającym medale na mistrzostwach świata oraz igrzyskach olimpijskich."
Czy jodła pozbywa się igieł na zimę?,['nie'],"Kontekst: Jodła to rodzaj drzewa iglastego, które, w przeciwieństwie do drzew liściastych, nie zrzuca liści na zimę. Jej igły są trwałe i pozostają na gałęziach przez cały rok, co pozwala jej przeprowadzać fotosyntezę nawet w okresie zimowym. Dlatego jodła nie pozbywa się igieł na zimę."
Ile razy w XX wieku nie odbyły się igrzyska olimpijskie?,"['trzy', '3']","Kontekst: Igrzyska olimpijskie odbywają się co cztery lata, jednak w XX wieku zdarzyły się przerwy spowodowane globalnymi wydarzeniami, takimi jak wojny światowe, które uniemożliwiły organizację kilku edycji."
W którym państwie urodził się Albert Einstein?,['w Niemczech'],"Kontekst: Albert Einstein był wybitnym fizykiem teoretycznym, który jest najbardziej znany z opracowania teorii względności. Urodził się w Niemczech pod koniec XIX wieku, w mieście Ulm, które wtedy należało do Cesarstwa Niemieckiego."
Jak z greki nazywa się przyrząd do mierzenia ciśnienia?,['manometr'],"Kontekst: W medycynie i fizjologii do określenia przyrządu służącego do mierzenia ciśnienia krwi często używa się nazwy pochodzącej z języka greckiego. Nazwa ta składa się z dwóch części: pierwsza oznacza „ciśnienie”, a druga „mierzyć”. Ten termin jest powszechnie używany na całym świecie, a w języku polskim funkcjonuje jako nazwa aparatu służącego do kontroli wartości ciśnienia tętniczego krwi. 

Pytanie: Jak z greki nazywa się przyrząd do mierzenia ciśnienia?"
Jaką nazwę noszą z włoskiego zawody żeglarskie i wioślarskie?,['regaty'],"Kontekst: We włoskim języku istnieje określenie, które odnosi się do rywalizacji sportowej na wodzie, obejmującej zarówno żeglarstwo, jak i wioślarstwo. Termin ten jest często używany podczas międzynarodowych wydarzeń sportowych i nawiązuje do zawodów, w których uczestnicy ścigają się na specjalnie przygotowanych trasach wodnych.  

Pytanie: Jaką nazwę noszą z włoskiego zawody żeglarskie i wioślarskie?"
W którym roku USA oficjalnie przystąpiły do wojny?,['w 1941'],"Kontekst: Po ataku na Pearl Harbor 7 grudnia 1941 roku Stany Zjednoczone podjęły decyzję o przystąpieniu do działań wojennych w II wojnie światowej, które wcześniej prowadziły jedynie na zasadzie wsparcia sojuszników.  

Pytanie: W którym roku USA oficjalnie przystąpiły do wojny?"
"Jak z francuskiego nazywa się zabieg pielęgnacji stóp, paznokci?",['pedicure'],"Kontekst: W zabiegach kosmetycznych dotyczących stóp i paznokci często używa się nazw pochodzących z języka francuskiego. Jednym z popularnych zabiegów pielęgnacyjnych, który obejmuje oczyszczanie, nawilżanie i pielęgnację paznokci u stóp, jest znany pod francuską nazwą „podologia” lub bardziej precyzyjnie „pedicure”."
Jak naprawdę nazywała się gwiazda filmu niemego Pola Negri?,['Barbara Apolonia Chałupiec'],"Kontekst: Pola Negri była wybitną aktorką ery kina niemego, która zdobyła międzynarodową sławę i pracowała zarówno w Polsce, jak i w Hollywood. Urodziła się pod innym imieniem i nazwiskiem, niż to, pod którym stała się znana jako gwiazda filmowa.  

Teraz pytanie: Jak naprawdę nazywała się gwiazda filmu niemego Pola Negri?"
"W co nie pisze się coś, co było a nie jest?",['w rejestr'],"Kontekst: W języku polskim istnieje przysłowie, które uczy, że nie warto wracać do czegoś, co już minęło i nie ma szans na powrót. Mówi się, że nie powinniśmy pisać ani tworzyć dokumentów czy notatek dotyczących spraw, które już się zakończyły i nie mają wpływu na przyszłość. W takim przysłowiu używa się metafory, wskazując, że nie należy „pisać” o tym, czego już nie ma ani nie będzie.

Pytanie: W co nie pisze się coś, co było a nie jest?"
Co ważyła sroczka w wierszu dla dzieci?,['kaszkę'],"Kontekst: W znanym wierszu dla dzieci pod tytułem „Sroczka kaszkę warzyła” opisana jest sroczka, która ważyła kaszkę, by ją ugotować dla swojego dziecka. W tekście pojawia się informacja, że sroczka ważyła kaszkę, a nie siebie."
Jak nazywa się honorowa asysta sztandarowa?,['poczet sztandarowy'],"Kontekst: W uroczystościach państwowych, szkolnych i wojskowych często bierze udział specjalna grupa osób niosących sztandar danej instytucji. Ta grupa pełni ważną rolę reprezentacyjną oraz ceremonialną, zabezpieczając sztandar i honorując go podczas przemarszów, apeli czy oficjalnych wydarzeń. Taka grupa nazywana jest honorową asystą sztandarową. 

Pytanie: Jak nazywa się honorowa asysta sztandarowa?"
Tumulus to chmura czy kurhan?,['kurhan'],"Kontekst: Tumulus to termin archeologiczny odnoszący się do sztucznego kopca ziemnego, pod którym często pochowane są szczątki zmarłych. W wielu kulturach na całym świecie kurhany były używane jako miejsca pochówku. Natomiast chmura to zjawisko meteorologiczne składające się z kropelek wody lub kryształków lodu zawieszonych w atmosferze.  

Pytanie: Tumulus to chmura czy kurhan?"
Czy kodeks drogowy przewiduje odstępstwa od korzystania z pasów bezpieczeństwa?,['tak'],"Kontekst: W polskim kodeksie drogowym istnieją określone przepisy dotyczące obowiązku korzystania z pasów bezpieczeństwa przez kierowców i pasażerów pojazdów mechanicznych. Jednakże prawo przewiduje również pewne wyjątki, w których użycie pasów bezpieczeństwa nie jest obowiązkowe, na przykład w przypadku niektórych sytuacji zdrowotnych, rodzaju pojazdu lub specyficznych warunków jazdy."
Mahatma to tytuł nadawany wybitnym przywódcom duchowym nadawany w którym państwie?,['w Indiach'],"Kontekst: W Indiach tytuł „Mahatma” oznacza „wielka dusza” i jest tradycyjnie nadawany wybitnym przywódcom duchowym oraz osobom o wyjątkowej mądrości i moralnym autorytecie. Najbardziej znaną postacią, która otrzymała ten tytuł, jest Mahatma Gandhi, lider walki o niepodległość Indii przy użyciu metod pokojowego oporu."
Które dwa państwa połączył w 2000 r. most nad cieśniną Sund?,"['Danię i Szwecję', 'Szwecję i Danię']","Kontekst: Most nad cieśniną Sund, znany jako Most Öresund, został otwarty w 2000 roku. Łączy on Skandynawię z kontynentem europejskim, a konkretnie dwie dużej długości aglomeracje miejskie – Kopenhagę i Malmö. Dzięki temu połączeniu znacznie ułatwiono komunikację i transport między dwoma krajami położonymi na półwyspie Jutlandzkim i wyspie Zelandia.

Czyli:  
Most Öresund łączy Danię i Szwecję."
Jak nazywa się miasto będące stolicą Tajlandii?,['Bangkok'],"Kontekst: Tajlandia to kraj położony w Azji Południowo-Wschodniej, znany z bogatej kultury, zabytków oraz popularnych miejsc turystycznych. Jego głównym miastem i centrum administracyjnym jest Bangkok, które jest również największym miastem w kraju i pełni funkcję stolicy. 

Pytanie: Jak nazywa się miasto będące stolicą Tajlandii?"
